apkdone.com,False
jamb.gov.ng,
apkmody.mobi,
jav.land,
apkpure.com,False
jsfiddle.net,True
apna.co,False
jsonformatter.org,
app.axure.cloud,False
judge.me,
app.link,
justpaste.it,
app.powerbi.com,False
katfile.com,
appsumo.com,False
kiwifarms.st,
appuals.com,False
knowyourmeme.com,
archive.is,False
kotaku.com,
archive.md,False
kshow123.tv,
archive.ph,False
leverageedu.com,
archiveofourown.org,
libretexts.org,
archlinux.org,False
lifehacker.com,
arcot.broadcom.com,False
linkvertise.com,
artlist.io,False
macrotrends.net,
arxiv.org,False
mailchimp.com,
aryion.com,False
marvelsnapzone.com,
asianc.to,False
mcpedl.com,
asianpinay.to,False
meripehchaan.gov.in,
asianwiki.com,False
monday.com,
ask.fm,False
mothership.sg,
askubuntu.com,False
movieweb.com,
assam.gov.in,False
mxtoolbox.com,
asuratoon.com,False
mydramalist.com,
asus.com.cn,
myhentaigallery.com,
atitesting.com,
navodaya.gov.in,
audiences.me,
nicepage.com,
audiobookbay.lu,False
nordcheckout.com,
ausoafab.net,
nymag.com,
auspost.com.au,False
nypost.com,
auto.ru,
onlineradiobox.com,
avmov.best,
openwrt.org,
aws.amazon.com,False
packagist.org,
awsapps.com,
pagesix.com,
axjbt.com,
pagseguro.uol.com.br,
azstat.org,False
paidverts.com,
azure.microsoft.com,False
parade.com,
babesource.com,False
parcelsapp.com,
baddiesonly.tv,False
parivahan.gov.in,
badoo.com,False
partocrs.com,
baku.ws,
patch.com,
band.us,False
payhip.com,
bandcamp.com,False
people.com,
bangbros.com,
picclick.com,
bankid.no,False
pitchfork.com,
basecamp.com,False
placeit.net,
bato.to,False
platinmods.com,
bc.game,
poshmark.com,
bdocodex.com,False
progameguides.com,
bdsmx.tube,False
punchng.com,
beacons.ai,False
punjab.gov.in,
beamng.com,False
qz.com,
bebee.com,False
rapidsave.com,
beebom.com,False
redbust.com,
beefree.io,False
redstate.com,
beeg.com,False
reverb.com,
befuck.net,False
rplay.live,
bemob.com,False
screenpal.com,
bemobtrcks.com,
screenrant.com,
best.aliexpress.com,False
sfsu.edu,
bestgames-2022.com,
sharemods.com,
bestmatchproduce.com,
simfileshare.net,
bestpornsites.tv,False
simpcity.su,
betfair.com,
slate.com,
betteranime.net,
socialblade.com,
betterprogramming.pub,False
solitaired.com,
betway.com,
spectrumsurveys.com,
bflix.gg,False
ssc.nic.in,
bflix.to,
stocktwits.com,
bg4nxu2u5t.com,
streamyard.com,
biblehub.com,False
study.com,
bigo.sg,False
sudoku.com,
biguz.net,False
takefile.link,
binge.com.au,
tgstat.com,
bingewatch.to,False
thedaddest.com,
bionluk.com,False
thehill.com,
biqle.ru,
themelock.com,
bitbucket.org,False
theync.com,
bitchesgirls.com,False
time.com,
bitcomet.com,False
tmohentai.com,
bitly.com,False
toppng.com,
bitwarden.com,False
torrentgalaxy.to,
bj-share.info,
trendlyne.com,
bkn.go.id,
try2link.com,
bleacherreport.com,False
tunein.com,
blockadsnot.com,
tureng.com,
blog.google,False
tvline.com,
blur.io,False
tvtropes.org,
boardgamegeek.com,False
uci.edu,
bobabillydirect.org,
ucsd.edu,
bobbyhadz.com,False
uh.edu,
boingboing.net,False
uk.trip.com,
bolly4u.pm,False
umd.edu,
bollyflix.hair,False
uploadrar.com,
booru.org,False
upsc.gov.in,
brainly.com,False
upstox.com,
brainly.in,False
us.etrade.com,
brandfolder.com,False
user.efcloud.cc,
brandmark.io,False
userscloud.com,
brave.com,False
uupbom.com,
breached.vc,
vakilsearch.com,
breezy.hr,False
variety.com,
brilliant.org,False
versus.com,
bringatrailer.com,False
vidoza.net,
bscscan.com,False
wa.gov,
bseape.org,False
warthunder.com,
bstsrs.in,False
watchserieshd.live,
bt1207ka.top,
weather.com,
bubble.io,False
who.is,
buffer.com,False
winscp.net,
builtin.com,False
wordcounter.net,
builtwith.com,False
workupload.com,
bulma.io,False
worldstar.com,
bumble.com,False
worldstarhiphop.com,
bunkr.ru,
wuzzuf.net,
bunny.net,False
ww.yesmovies.ag,
buqkrzbrucz.com,
ww3.ukzn.ac.za,
business.adobe.com,
www.4shared.com,
business.gov.au,False
www.9news.com.au,
business.yougov.com,False
www.abc.net.au,
buymeacoffee.com,False
www.academia.edu,
byjusexamprep.com,False
www.adspy.com,
byrutor.com,
www.advancedmd.com,
calendly.com,False
www.afr.com,
camelcamelcamel.com,False
www.airtable.com,
camhub.cc,False
www.akiba-online.com,
camo.githubusercontent.com,
www.alibabacloud.com,
camsstream.com,False
www.aljazeera.com,
camstreams.tv,False
www.allmusic.com,
camvideos.me,False
www.allrecipes.com,
camwhores.tv,
www.allstate.com,
capitaloneshopping.com,
www.ally.com,
cardgames.io,False
www.amazon.nl,
cardinalcommerce.com,False
www.analog.com,
cards.barclaycardus.com,False
www.anandtech.com,
careerfoundry.com,False
www.androidpolice.com,
carmax.com,
www.animenewsnetwork.com,
carrd.co,False
www.annualreviews.org,
carvana.com,
www.anz.com.au,
carview.co.jp,
www.apartments.com,
cash.app,False
www.asics.com,
ccm.net,False
www.att.com,
cdek.ru,
www.autotrader.co.uk,
cdmx.gob.mx,
www.avclub.com,
cdn4ads.com,
www.avira.com,
cdntechone.com,
www.axios.com,
cdromance.org,False
www.azlyrics.com,True
cdt-ec.com,
www.aznude.com,
celeb-trends-blog.com,
www.babycenter.com,
celeb.gate.cc,False
www.backstage.com,
celebjihad.com,False
www.baeldung.com,True
celebsroulette.com,False
www.barrons.com,
cgpeers.to,
www.barstoolsports.com,
cgpersia.com,False
www.bbc.com,
challonge.com,
www.bbcgoodfood.com,
chann.net,False
www.beatstars.com,
chapmanganato.to,False
www.benzinga.com,
chapmanganelo.com,False
www.bestbuy.ca,
character.ai,
www.bestialitysextaboo.net,
chartink.com,False
www.betterhelp.com,
chefishoani.com,
www.bfwpub.com,
chingari.io,False
www.biblestudytools.com,
chrome.google.com,
www.billboard.com,
cimaaa4u.lol,
www.birminghammail.co.uk,
cimalight.vip,
www.bitchute.com,
circle.so,False
www.bitfufu.com,
citizenfreepress.com,False
www.bizjournals.com,
cjdropshipping.com,
www.blackhatworld.com,True
clarivate.com,False
www.bleepingcomputer.com,
cleartax.in,False
www.bloomberg.com,
clicknupload.to,False
www.bloomingdales.com,
clicksud.biz,False
www.blu-ray.com,True
clickup.com,False
www.boredpanda.com,
clideo.com,False
www.boston.com,
clinicaltrials.gov,False
www.bricklink.com,
clipart-library.com,False
www.businessinsider.in,
clipchamp.com,False
www.buzzfeed.com,
clockify.me,False
www.buzzfeednews.com,
cloud.google.com,False
www.bytedance.com,
cloudconvert.com,False
www.camwhoresbay.com,
cloudflarestorage.com,
www.canadiantire.ca,
clustrmaps.com,False
www.canva.cn,
clutch.co,False
www.capcut.cn,
cn-healthcare.com,
www.capcut.com,
cnnected.org,
www.caranddriver.com,
code.org,
www.cargurus.com,
codebeautify.org,
www.carnival.com,
codecanyon.net,False
www.catch.com.au,
codecguide.com,False
www.cbc.ca,
codecheap.org,False
www.cbr.com,
codeforces.com,False
www.cbsnews.com,
codehs.com,False
www.cbssports.com,
codeigniter.com,False
www.census.gov,
codepen.io,False
www.centennialcollege.ca,
codesandbox.io,False
www.cfainstitute.org,
coin-birds.com,False
www.channel4.com,True
coinmarketcap.com,False
www.channelnewsasia.com,
cokemv.me,
www.cheezburger.com,
combinepdf.com,False
www.chron.com,
comics.8muses.com,False
www.cibil.com,
companiesmarketcap.com,False
www.cinemablend.com,
company-information.service.gov.uk,False
www.citationmachine.net,
company.shopltk.com,False
www.citethisforme.com,
company.site,
www.cloud.com,
company.wizards.com,False
www.cloudways.com,
compressjpeg.com,False
www.cnbc.com,
contabo.com,False
www.cnet.com,
content.googleapis.com,
www.codester.com,
contents.tdscpc.gov.in,
www.coindesk.com,
convertcase.net,False
www.coinpayments.net,
convertio.co,False
www.coinw.com,
convertkit.com,False
www.concursolutions.com,
coolors.co,
www.cosmopolitan.com,
coontx.com,False
www.costco.ca,
corp.kaltura.com,False
www.costco.com,
corp.narvar.com,False
www.coupert.com,
corp.oup.com,False
www.coursera.org,
corporatefinanceinstitute.com,False
www.cracked.com,
coschedule.com,False
www.crave.ca,
cpanel.net,False
www.creativebloq.com,
cplusplus.com,False
www.ctvnews.ca,
cpuid.com,False
www.cuemath.com,
cqut.edu.cn,
www.d20pfsrd.com,
cracked.io,False
www.dailykos.com,
creately.com,False
www.dailymotion.com,
creative.mnaspm.com,
www.dailyrecord.co.uk,
creativecommons.org,False
www.dailystar.co.uk,
creativemarket.com,
www.dallasnews.com,
cricut.com,False
www.datadoghq.com,
crisp.chat,False
www.deccanherald.com,
crontab.guru,False
www.deere.com,
crypto.com,False
www.delish.com,
csc.gov.in,False
www.deltamath.com,
css-tricks.com,False
www.denofgeek.com,
css-validator.org,False
www.dexerto.com,
csu.edu.cn,
www.digitalspy.com,
ct.gov,
www.digitaltrends.com,
cults3d.com,False
www.dillards.com,
currently.att.yahoo.com,False
www.dingtalk.com,
curseforge.com,
www.discogs.com,
custom-cursor.com,False
www.discover.com,
cutt.ly,False
www.disneyplus.com,
cuty.io,False
www.diy.com,
cxhxmht.com,
www.dpreview.com,
cyberdrop.me,False
www.dropbox.com,
cyberfile.me,False
www.dsers.com,
d2l.ai,False
www.dstv.com,
d53px.com,
www.dumpert.nl,
daftsex.net,False
www.duplichecker.com,
dailypost.ng,False
www.dynadot.com,
dailytrust.com,False
www.easybib.com,
dakcc.check-tl-ver-294-2.com,
www.easyjet.com,
dan.com,False
www.eater.com,
danbooru.donmai.us,False
www.eatingwell.com,
darkreader.org,False
www.economist.com,
darwinbox.com,False
www.edmunds.com,
datatables.net,False
www.edupoint.com,
davivienda.com,
www.elastic.co,
dbree.org,
www.eliteprospects.com,
ddownload.com,False
www.elle.com,
dealspotr.com,False
www.endclothing.com,
debank.com,False
www.entrepreneur.com,
deepai.org,False
www.eonline.com,
defillama.com,False
www.erase.bg,
delhigovt.nic.in,
www.erome.com,
deref-mail.com,
www.espn.nl,
dergipark.org.tr,False
www.esquire.com,
desi-porn.tube,
www.etihad.com,
desicinemas.tv,False
www.eurogamer.net,
destinyitemmanager.com,False
www.euronews.com,
dev.to,False
www.everydayhealth.com,
developers.google.com,False
www.evilangel.com,
dexscreener.com,False
www.evri.com,
digialm.com,False
www.expatriates.com,
digiskills.pk,False
www.expedia.ca,
dikgames.com,False
www.expedia.com,
diromalxx.com,
www.express.co.uk,
dirtyship.com,False
www.facebook.com,
displayvertising.com,
www.faire.com,
disq.us,
www.fanbox.cc,
disqus.com,False
www.farfetch.com,
distrokid.com,False
www.fashionnova.com,
dlpsgame.com,False
www.fastcompany.com,
dnd5e.wikidot.com,False
www.fbi.gov,
dns-shop.ru,
www.fedex.com,
dnschecker.org,False
www.file-upload.org,
docs.rs,False
www.filmaffinity.com,
docsmall.com,True
www.filmibeat.com,
dokumen.tips,False
www.financialexpress.com,
doodle.com,False
www.findagrave.com,
doodstream.com,False
www.firstpost.com,
doostihaa.com,
www.flightaware.com,
dopebox.to,False
www.flipkart.com,
dotnet.microsoft.com,False
www.flydubai.com,
doublelist.com,False
www.football365.com,
dounai.lol,
www.forextime.com,
downloadlynet.ir,False
www.formula1.com,
downmagaz.net,False
www.fotmob.com,
doxy.me,False
www.fotor.com,
dramanice.la,False
www.foundit.in,
dribbble.com,False
www.foxsports.com,
drogaraia.com.br,
www.freeconvert.com,
dropgalaxy.com,False
www.freepik.com,
drudgereport.com,False
www.freshersnow.com,
dspmega.com,
www.ft.com,
dubizzle.com,
www.futbin.com,
dubz.co,False
www.fxstreet.com,
duckduckgo.com,False
www.g2a.com,
duke.edu,False
www.g2g.com,
duo.com,False
www.gamesradar.com,
duomai.com,False
www.gartner.com,
dzone.com,False
www.gaytor.rent,
e-hallpass.com,
www.geo.tv,
e621.net,
www.getfvid.com,
eab.com,False
www.ggrecon.com,
earnbitmoon.club,False
www.givemesport.com,
east-plus.net,
www.globenewswire.com,
easyen.ru,
www.globo.com,
eatcells.com,
www.goal.com,True
ecourts.gov.in,False
www.gofundme.com,
ed.gov,
www.goodhousekeeping.com,
edpuzzle.com,False
www.goodreturns.in,
edstem.org,False
www.gq.com,
eepw.com.cn,
www.grainger.com,
efukt.com,False
www.greenmangaming.com,
eghrmis.gov.my,
www.grubhub.com,
eleme.cn,
www.gst.gov.in,
element-plus.org,False
www.gta5-mods.com,
elementor.com,False
www.gucci.com,
email.gov.in,False
www.guitarcenter.com,
emeritus.org,False
www.gumtree.co.za,
emojicombos.com,False
www.gumtree.com,
en-play.forgeofempires.com,False
www.gunbroker.com,
en.99designs.nl,False
www.gymshark.com,
en.boardgamearena.com,False
www.hbo.com,
en.fofa.info,False
www.hbomax.com,
en.geneanet.org,False
www.hdfc.com,
en.ipip.net,False
www.hdfcbank.com,
en.javmix.tv,False
www.hdfcsec.com,
en.loader.to,False
www.healthline.com,
en.minea.com,False
www.heavy-r.com,
en.paradisehill.cc,
www.hellomagazine.com,
en.pinduoduo.com,False
www.hightail.com,
en.pons.com,False
www.hitc.com,
en.wav.tv,False
www.hollywoodreporter.com,
en.zalando.de,False
www.homeaffairs.gov.au,
en1.savefrom.net,False
www.honda.com,
endnote.com,False
www.honeygain.com,
epson.com,False
www.hotcars.com,
equativ.com,False
www.howtoforge.com,
erothots.co,
www.howtogeek.com,
eroticity.net,False
www.hoyolab.com,
erpnext.com,False
www.hsbc.com.hk,
errors.net,False
www.huffpost.com,
ethereum.org,False
www.icmarkets.com,
etherscan.io,False
www.idp.com,
eu.airton.shop,False
www.ieee.org,
eu.deriv.com,False
www.iheart.com,
eu.mouser.com,False
www.ihg.com,
eu.patagonia.com,False
www.imaginelearning.com,
eu.puma.com,False
www.imf.org,
eu.shop.battle.net,False
www.inc.com,
eu.siteground.com,False
www.independent.co.uk,
eu.usatoday.com,False
www.independent.ie,
eu.wargaming.net,False
www.indianrail.gov.in,
european-union.europa.eu,False
www.indiatimes.com,
ev01.to,False
www.indiatoday.in,
evernote.com,False
www.infosys.com,
example.com,
www.intercom.com,
exe.io,False
www.investopedia.com,
exeo.app,False
www.investors.com,
expertphotography.com,False
www.ipsos.com,
expo.dev,False
www.irctc.co.in,
exporntoons.net,False
www.irishtimes.com,
ezgif.com,False
www.italent.cn,
factsmgt.com,False
www.italki.com,
falabella.com.pe,
www.ixl.com,
fansly.com,
www.javbangers.com,
fap18.net,False
www.javmost.cx,
fapachi.com,False
www.jcrew.com,
fapello-leaks.com,False
www.jio.com,
fapello.com,False
www.jiocinema.com,
fapfappy.com,False
www.jobstreet.com.my,
faphouse.com,
www.johnlewis.com,
fapnado.xxx,False
www.joinhoney.com,
faponic.com,False
www.jpost.com,
fappeningbook.com,False
www.k5learning.com,
fapster.xxx,False
www.khaleejtimes.com,
farsnews.ir,False
www.kijiji.ca,
fast.com,False
www.kimovil.com,
faucetpay.io,False
www.kkday.com,
fbsbx.com,
www.klook.com,
fc-lc.com,False
www.kmart.com.au,
fc2.com,False
www.kohls.com,
fdown.net,False
www.koreaboo.com,
feedly.com,False
www.ktvu.com,
femdom-joi.com,False
www.kwai.com,
femdom-pov.me,False
www.ladbible.com,
femme4.com,False
www.laptopmag.com,
fetcherx.com,False
www.larksuite.com,
fetchv.net,False
www.larousse.fr,
fetlife.com,False
www.last.fm,
fextralife.com,False
www.lazada.com.ph,
ff-01.com,
www.lendingtree.com,
ff-03.com,
www.letras.com,
ffxiv.consolegameswiki.com,False
www.lifewire.com,
ffxiv.eorzeacollection.com,False
www.lightinthebox.com,
fictiontalk.com,False
www.lindaikejisblog.com,
fikfap.com,
www.livelo.com.br,
fikfapcams.com,
www.livemint.com,
fikper.com,False
www.liverpoolecho.co.uk,
filecr.com,False
www.livescience.com,
filehippo.com,False
www.lloydsbank.com,
filemoon.sx,False
www.loom.com,
filepursuit.com,False
www.loreal.com,
files.fm,False
www.lpsg.com,
filespace.com,
www.macmillanlearning.com,
filestore.app,
www.macys.com,
filezilla-project.org,False
www.makeuseof.com,
findinfoabout.com,False
www.manchestereveningnews.co.uk,
fineartamerica.com,
www.manutd.com,
finviz.com,False
www.manyvids.com,
firefaucet.win,False
www.mathpapa.com,
fitgirl-repacks.site,False
www.mathway.com,
fixthephoto.com,False
www.mathworks.com,
flashcode.biz,
www.medallia.com,
flexmls.com,False
www.mediaite.com,
flickr.com,False
www.meezanbank.com,
flingtrainer.com,False
www.menshealth.com,
flipboard.com,False
www.mercari.com,
flippa.com,False
www.messenger.com,
flodesk.com,False
www.meta.com,
flutter.dev,False
www.metacritic.com,
flvs.net,False
www.michigan.gov,
fmovie-s.to,False
www.mirror.co.uk,
fmovies.ps,False
www.ml.com,
fmovies.ru,
www.mlb.com,
fmoviesgo.to,
www.moneycontrol.com,
fmoviesto.cc,
www.moneysavingexpert.com,
fmoviesz.to,
www.morningstar.com,
fontawesome.com,
www.motor1.com,
fontmeme.com,False
www.motortrend.com,
fonts.googleapis.com,
www.mountsinai.org,
fontsgeek.com,False
www.mrporter.com,
forms.gle,
www.mrskin.com,
formswift.com,
www.msnbc.com,True
fortnitetracker.com,False
www.myfonts.com,
forum.mobilism.org,False
www.myfxbook.com,True
foursquare.com,False
www.myntra.com,
foxcup.cc,
www.myvi.in,
foxford.ru,
www.nasdaq.com,
frame.io,False
www.nationalgeographic.com,
free.brazzers.com,False
www.naukri.com,
freebitco.in,False
www.nba.com,
freefrontend.com,False
www.nbcnews.com,True
freepornhdonlinegay.com,False
www.nbcsports.com,True
freesound.org,False
www.ndtv.com,
freshteam.com,
www.neoseeker.com,
ftmo.com,
www.nerdwallet.com,
fullporner.com,False
www.net-a-porter.com,
funnyjunk.com,False
www.netacad.com,
fuqqt.com,False
www.news.com.au,
futemax.la,
www.news18.com,
fxggxt.com,False
www.newyorker.com,
fyers.in,False
www.next.co.uk,
fyptt.to,False
www.niftytrader.in,
fzmovies.net,False
www.nine.com.au,
gafko.online,
www.nintendolife.com,
gaggle.fun,False
www.nj.com,
galpic.xyz,
www.noip.com,
gamcore.com,False
www.npr.org,
game8.co,False
www.nytimes.com,
gamejolt.com,
www.nzherald.co.nz,
gamepress.gg,False
www.ocado.com,
gamertweak.com,False
www.oclc.org,
gamewith.net,False
www.oecd.org,
gaoqing.fm,
www.okx.com,
garticphone.com,False
www.oneindia.com,
gay0day.com,False
www.onelogin.com,
gayforfans.com,False
www.onepeloton.com,
gaystream.pw,False
www.orbitz.com,
gayteam.club,False
www.oregonlive.com,
gbf.wiki,False
www.oreillyauto.com,
gdpr.tubi.tv,
www.overleaf.com,
gearspace.com,False
www.pakwheels.com,
geekflare.com,False
www.parallels.com,
geeks3d.com,False
www.paysera.com,
gelbooru.com,False
www.pcgamer.com,
gemius.com,False
www.pcmag.com,
genesisedu.net,
www.personality-database.com,True
genially.com,False
www.phonearena.com,
gensh.honeyhunterworld.com,False
www.pinkvilla.com,True
getadblock.com,False
www.pipiads.com,
getbootstrap.com,False
www.playstation.com,
getcomics.org,False
www.politico.com,
getfireshot.com,False
www.polygon.com,
getflywheel.com,False
www.popularmechanics.com,
getintopc.com,False
www.pornlib.com,
getpocket.com,False
www.porntrex.com,
getsmartyapp.com,
www.premierleague.com,
getthisappnow.com,
www.preview.starplus.com,
gettr.com,
www.printful.com,
getyarn.io,False
www.prnewswire.com,
gifyu.com,False
www.proquest.com,
gigabyte.com,
www.pwc.com,
gimmehost.org,False
www.qantas.com,
giphy.com,False
www.quikr.com,
gist.github.com,False
www.qvc.com,
git-scm.com,False
www.qwant.com,
gitbooks.io,
www.r-project.org,
gitconnected.com,False
www.radiotimes.com,
gitee.io,
www.ranker.com,True
github.blog,False
www.rawstory.com,
github.com,False
www.realtor.com,
gleam.io,False
www.republicworld.com,
glersakr.com,
www.resetera.com,
glints.com,False
www.reuters.com,True
global.abb,False
www.rfa.org,
global.canon,False
www.rfi.fr,
glosbe.com,False
www.roblox.com,
gls-group.eu,False
www.rockpapershotgun.com,
gmanga.org,
www.rollingstone.com,
gml-grp.com,
www.rottentomatoes.com,
gnews.org,False
www.royalcaribbean.com,
go.chatwork.com,False
www.royalroad.com,
go.dev,False
www.sage.com,
go2cloud.org,
www.saksfifthavenue.com,
goaffpro.com,False
www.salary.com,
godpvqnszo.com,
www.samsclub.com,
gofile.io,False
www.sbnation.com,
gogoanime.run,False
www.scielo.br,
gogoanimeapp.com,False
www.scmp.com,
gogoanimes.to,False
www.scoop.it,
gomovies.sx,False
www.scopus.com,
goodporn.to,False
www.screwfix.com,
goofish.com,False
www.seagate.com,
googleadservices.com,
www.seattletimes.com,
googlegroups.com,
www.seek.com.au,
gorafeeq.com,False
www.sejda.com,
gotanynudes.com,False
www.senecapolytechnic.ca,
grabcad.com,False
www.seobility.net,
grafana.com,False
www.seriouseats.com,
graphicriver.net,False
www.servicesaustralia.gov.au,
gravatar.com,False
www.shein.co.uk,
greasyfork.org,False
www.sherdog.com,
greencdn.io,False
www.shiksha.com,
group.accor.com,False
www.shine.com,
groupme.com,False
www.singtel.com,
groups.io,False
www.siriusxm.com,
gtmetrix.com,False
www.skidrowcodex.net,
gutenberg.org,False
www.sky.com,
gvdb.org,
www.smartsheet.com,
gxnas.com,False
www.smh.com.au,
gyazo.com,False
www.smithsonianmag.com,True
habr.com,False
www.sofi.com,
hackaday.com,False
www.sonyliv.com,
hackmd.io,False
www.spanishdict.com,True
hardwaretester.com,False
www.sporcle.com,True
haryana.gov.in,False
www.sportingnews.com,
hblinks.pro,False
www.st.com,
hclips.com,False
www.standard.co.uk,
hdchina.org,
www.star-clicks.com,
hdhole.com,False
www.stuff.co.nz,
hdporn92.com,False
www.sydney.edu.au,
hdporncomics.com,True
www.syncfusion.com,
hdtoday.cc,False
www.t-mobile.com,
hdtoday.tv,False
www.takealot.com,
hdzog.com,False
www.target.com,
hdzog.tube,False
www.tawk.to,
he.net,False
www.teacherspayteachers.com,
heavyfetish.com,False
www.teamskeet.com,
hellhades.com,False
www.techsmith.com,
helpdeskgeek.com,False
www.techspot.com,
hemingwayapp.com,False
www.ted.com,
hentai-img.com,
www.telegraph.co.uk,
hentai.tv,False
www.telstra.com.au,
hentaidude.com,False
www.tempo.co,
hentaihaven.xxx,False
www.tesco.com,
hentaila.com,
www.testgorilla.com,
hentaimama.io,False
www.the-sun.com,
hentaiplay.net,False
www.theage.com.au,
hentaisea.com,False
www.theatlantic.com,
hentaiworld.tv,False
www.thebalancemoney.com,
heroero.com,False
www.theblaze.com,
hetartwg.com,
www.thedailybeast.com,
hetaruwg.com,
www.thedailystar.net,
hevodata.com,False
www.theepochtimes.com,
hibid.com,False
www.thegamer.com,
highercldfrevrdr.com,False
www.thegatewaypundit.com,
highporn.net,False
www.theglobeandmail.com,
himovies.to,False
www.thekitchn.com,
hitmotop.com,
www.theknot.com,
hiveon.com,False
www.thenationalnews.com,
hoes.tube,False
www.theoutnet.com,
home.blog,False
www.thespruce.com,
home.treasury.gov,False
www.thespruceeats.com,
homedepot.ca,
www.thestar.com,
hornysimp.com,False
www.thestar.com.my,
hot-sex-tube.com,False
www.thestreet.com,
hotleak.vip,False
www.thesun.co.uk,
hotmart.com,False
www.thetimes.co.uk,
hotmovs.com,False
www.theverge.com,
hotpot.ai,False
www.thomsonreuters.com,
hotzxgirl.com,
www.thoughtco.com,
housing.com,False
www.tidio.com,
howifx.com,False
www.tiktok.com,
howlongtobeat.com,False
www.timeout.com,
hp.myway.com,False
www.timesnownews.com,
hplives.com,
www.timesofisrael.com,
hqporner.com,False
www.tlscontact.com,
href.li,
www.today.com,True
hsbc.com.mx,
www.tomsguide.com,
htmlcolorcodes.com,False
www.tomshardware.com,
hub.virtamate.com,
www.tournamentsoftware.com,
hubdrive.me,False
www.tpbproxypirate.com,
hubstaff.com,False
